Produto,Região,Preço,Dia,Mês,Ano,Data,Média Precipitação Total (mm),Média Pressão Atmosférica (mB),Média Temperatura do Ar (°C),Média Umidade Relativa do Ar (%),Média Vento Velocidade (m/s)
Alface Crespa,Mogi das Cruzes,"R$ 14,00",18,11,2013,2013-11-18 00:00:00,0.0361,926.745,21.19,63.5%,2.81
Alface Americana,Ibiúna,"R$ 8,00",22,11,2013,2013-11-22 00:00:00,0.1492,945.404,22.05,71.42%,2.75
Alface Crespa,Ibiúna,"R$ 5,00",22,11,2013,2013-11-22 00:00:00,0.1492,945.404,22.05,71.42%,2.75
Alface Lisa,Ibiúna,"R$ 5,00",22,11,2013,2013-11-22 00:00:00,0.1492,945.404,22.05,71.42%,2.75
Alface Americana,Mogi das Cruzes,"R$ 8,60",22,11,2013,2013-11-22 00:00:00,0.22,924.865,22.68,70.52%,1.73
Alface Crespa,Mogi das Cruzes,"R$ 5,60",22,11,2013,2013-11-22 00:00:00,0.22,924.865,22.68,70.52%,1.73
Alface Lisa,Mogi das Cruzes,"R$ 7,00",22,11,2013,2013-11-22 00:00:00,0.22,924.865,22.68,70.52%,1.73
Alface Americana,Ibiúna,"R$ 11,00",29,11,2013,2013-11-29 00:00:00,0.3552,942.822,21.63,80.62%,2.41
Alface Crespa,Ibiúna,"R$ 7,00",29,11,2013,2013-11-29 00:00:00,0.3552,942.822,21.63,80.62%,2.41
Alface Lisa,Ibiúna,"R$ 7,00",29,11,2013,2013-11-29 00:00:00,0.3552,942.822,21.63,80.62%,2.41
Alface Americana,Mogi das Cruzes,"R$ 10,25",29,11,2013,2013-11-29 00:00:00,0.2292,923.299,20.79,81.52%,1.87
Alface Crespa,Mogi das Cruzes,"R$ 6,25",29,11,2013,2013-11-29 00:00:00,0.2292,923.299,20.79,81.52%,1.87
Alface Lisa,Mogi das Cruzes,"R$ 7,50",29,11,2013,2013-11-29 00:00:00,0.2292,923.299,20.79,81.52%,1.87
Alface Americana,Ibiúna,"R$ 9,00",4,12,2013,2013-12-04 00:00:00,0.1245,943.519,24.43,70.64%,2.87
Alface Crespa,Ibiúna,"R$ 8,00",4,12,2013,2013-12-04 00:00:00,0.1245,943.519,24.43,70.64%,2.87
Alface Lisa,Ibiúna,"R$ 8,00",4,12,2013,2013-12-04 00:00:00,0.1245,943.519,24.43,70.64%,2.87
Alface Americana,Mogi das Cruzes,"R$ 8,67",4,12,2013,2013-12-04 00:00:00,0.0111,924.047,23.6,71.18%,2.36
Alface Crespa,Mogi das Cruzes,"R$ 6,33",4,12,2013,2013-12-04 00:00:00,0.0111,924.047,23.6,71.18%,2.36
Alface Lisa,Mogi das Cruzes,"R$ 7,67",4,12,2013,2013-12-04 00:00:00,0.0111,924.047,23.6,71.18%,2.36
Alface Americana,Ibiúna,"R$ 7,50",13,12,2013,2013-12-13 00:00:00,0.125,942.889,23.37,72.89%,2.74
Alface Crespa,Ibiúna,"R$ 5,00",13,12,2013,2013-12-13 00:00:00,0.125,942.889,23.37,72.89%,2.74
Alface Americana,Mogi das Cruzes,"R$ 10,00",13,12,2013,2013-12-13 00:00:00,0.1283,923.396,22.81,71.13%,2.46
Alface Crespa,Mogi das Cruzes,"R$ 8,00",13,12,2013,2013-12-13 00:00:00,0.1283,923.396,22.81,71.13%,2.46
Alface Lisa,Mogi das Cruzes,"R$ 8,67",13,12,2013,2013-12-13 00:00:00,0.1283,923.396,22.81,71.13%,2.46
Alface Americana,Ibiúna,"R$ 12,00",19,12,2013,2013-12-19 00:00:00,0.0,941.99,22.2,67.17%,3.29
Alface Crespa,Ibiúna,"R$ 8,00",19,12,2013,2013-12-19 00:00:00,0.0,941.99,22.2,67.17%,3.29
Alface Lisa,Ibiúna,"R$ 10,00",19,12,2013,2013-12-19 00:00:00,0.0,941.99,22.2,67.17%,3.29
Alface Americana,Mogi das Cruzes,"R$ 10,60",19,12,2013,2013-12-19 00:00:00,0.0,922.661,21.28,67.99%,2.71
Alface Crespa,Mogi das Cruzes,"R$ 8,67",19,12,2013,2013-12-19 00:00:00,0.0,922.661,21.28,67.99%,2.71
Alface Lisa,Mogi das Cruzes,"R$ 8,50",19,12,2013,2013-12-19 00:00:00,0.0,922.661,21.28,67.99%,2.71
Alface Lisa,Mogi das Cruzes,"R$ 8,00",23,12,2013,2013-12-23 00:00:00,0.0,921.324,21.68,70.79%,2.61
Alface Americana,Ibiúna,"R$ 9,00",27,12,2013,2013-12-27 00:00:00,0.0,941.534,23.84,69.75%,2.9
Alface Crespa,Ibiúna,"R$ 4,00",27,12,2013,2013-12-27 00:00:00,0.0,941.534,23.84,69.75%,2.9
Alface Lisa,Ibiúna,"R$ 5,00",27,12,2013,2013-12-27 00:00:00,0.0,941.534,23.84,69.75%,2.9
Alface Americana,Mogi das Cruzes,"R$ 9,33",27,12,2013,2013-12-27 00:00:00,0.3333,922.742,24.05,67.92%,1.7
Alface Crespa,Mogi das Cruzes,"R$ 8,33",27,12,2013,2013-12-27 00:00:00,0.3333,922.742,24.05,67.92%,1.7
Alface Lisa,Mogi das Cruzes,"R$ 7,00",27,12,2013,2013-12-27 00:00:00,0.3333,922.742,24.05,67.92%,1.7
Alface Americana,Ibiúna,"R$ 9,00",3,1,2014,2014-01-03 00:00:00,0.4021,942.808,24.92,75.66%,1.92
Alface Crespa,Ibiúna,"R$ 4,00",3,1,2014,2014-01-03 00:00:00,0.4021,942.808,24.92,75.66%,1.92
Alface Lisa,Ibiúna,"R$ 5,00",3,1,2014,2014-01-03 00:00:00,0.4021,942.808,24.92,75.66%,1.92
Alface Americana,Mogi das Cruzes,"R$ 9,33",3,1,2014,2014-01-03 00:00:00,0.0594,923.061,25.96,62.29%,2.44
Alface Crespa,Mogi das Cruzes,"R$ 8,33",3,1,2014,2014-01-03 00:00:00,0.0594,923.061,25.96,62.29%,2.44
Alface Lisa,Mogi das Cruzes,"R$ 7,50",3,1,2014,2014-01-03 00:00:00,0.0594,923.061,25.96,62.29%,2.44
Alface Americana,Ibiúna,"R$ 6,40",10,1,2014,2014-01-10 00:00:00,0.099,945.372,25.14,68.18%,2.68
Alface Crespa,Ibiúna,"R$ 5,75",10,1,2014,2014-01-10 00:00:00,0.099,945.372,25.14,68.18%,2.68
Alface Lisa,Ibiúna,"R$ 6,00",10,1,2014,2014-01-10 00:00:00,0.099,945.372,25.14,68.18%,2.68
Alface Americana,Mogi das Cruzes,"R$ 8,50",10,1,2014,2014-01-10 00:00:00,0.2458,925.978,25.34,63.51%,2.21
Alface Crespa,Mogi das Cruzes,"R$ 7,20",10,1,2014,2014-01-10 00:00:00,0.2458,925.978,25.34,63.51%,2.21
Alface Lisa,Mogi das Cruzes,"R$ 7,75",10,1,2014,2014-01-10 00:00:00,0.2458,925.978,25.34,63.51%,2.21
Alface Americana,Ibiúna,"R$ 10,00",14,1,2014,2014-01-14 00:00:00,0.1083,946.846,24.41,71.39%,1.8
Alface Crespa,Ibiúna,"R$ 7,00",14,1,2014,2014-01-14 00:00:00,0.1083,946.846,24.41,71.39%,1.8
Alface Lisa,Ibiúna,"R$ 7,33",14,1,2014,2014-01-14 00:00:00,0.1083,946.846,24.41,71.39%,1.8
Alface Americana,Mogi das Cruzes,"R$ 7,60",14,1,2014,2014-01-14 00:00:00,0.325,927.222,24.35,67.38%,1.47
Alface Crespa,Mogi das Cruzes,"R$ 8,00",14,1,2014,2014-01-14 00:00:00,0.325,927.222,24.35,67.38%,1.47
Alface Lisa,Mogi das Cruzes,"R$ 8,80",14,1,2014,2014-01-14 00:00:00,0.325,927.222,24.35,67.38%,1.47
Alface Americana,Ibiúna,"R$ 10,33",23,1,2014,2014-01-23 00:00:00,0.0942,945.913,23.98,72.42%,1.88
Alface Crespa,Ibiúna,"R$ 9,00",23,1,2014,2014-01-23 00:00:00,0.0942,945.913,23.98,72.42%,1.88
Alface Lisa,Ibiúna,"R$ 8,67",23,1,2014,2014-01-23 00:00:00,0.0942,945.913,23.98,72.42%,1.88
Alface Americana,Mogi das Cruzes,"R$ 8,25",23,1,2014,2014-01-23 00:00:00,0.3875,926.235,23.67,69.96%,1.63
Alface Crespa,Mogi das Cruzes,"R$ 7,50",23,1,2014,2014-01-23 00:00:00,0.3875,926.235,23.67,69.96%,1.63
Alface Lisa,Mogi das Cruzes,"R$ 9,00",23,1,2014,2014-01-23 00:00:00,0.3875,926.235,23.67,69.96%,1.63
Alface Americana,Mogi das Cruzes,"R$ 9,80",26,1,2014,2014-01-26 00:00:00,0.5062,925.193,24.94,68.3%,1.87
Alface Americana,Ibiúna,"R$ 13,50",29,1,2014,2014-01-29 00:00:00,0.0917,945.798,25.45,69.08%,2.03
Alface Crespa,Ibiúna,"R$ 9,67",29,1,2014,2014-01-29 00:00:00,0.0917,945.798,25.45,69.08%,2.03
Alface Lisa,Ibiúna,"R$ 8,50",29,1,2014,2014-01-29 00:00:00,0.0917,945.798,25.45,69.08%,2.03
Alface Americana,Mogi das Cruzes,"R$ 11,50",29,1,2014,2014-01-29 00:00:00,0.0,927.349,26.34,60.17%,2.04
Alface Crespa,Mogi das Cruzes,"R$ 9,25",29,1,2014,2014-01-29 00:00:00,0.0,927.349,26.34,60.17%,2.04
Alface Lisa,Mogi das Cruzes,"R$ 10,00",29,1,2014,2014-01-29 00:00:00,0.0,927.349,26.34,60.17%,2.04
Alface Americana,Ibiúna,"R$ 17,75",7,2,2014,2014-02-07 00:00:00,0.0,945.528,27.77,51.31%,1.85
Alface Crespa,Ibiúna,"R$ 20,00",7,2,2014,2014-02-07 00:00:00,0.0,945.528,27.77,51.31%,1.85
Alface Lisa,Ibiúna,"R$ 20,00",7,2,2014,2014-02-07 00:00:00,0.0,945.528,27.77,51.31%,1.85
Alface Americana,Mogi das Cruzes,"R$ 15,67",7,2,2014,2014-02-07 00:00:00,0.0,926.194,27.91,45.79%,1.75
Alface Crespa,Mogi das Cruzes,"R$ 17,25",7,2,2014,2014-02-07 00:00:00,0.0,926.194,27.91,45.79%,1.75
Alface Lisa,Mogi das Cruzes,"R$ 17,50",7,2,2014,2014-02-07 00:00:00,0.0,926.194,27.91,45.79%,1.75
Alface Americana,Ibiúna,"R$ 23,75",14,2,2014,2014-02-14 00:00:00,0.0802,944.424,26.7,57.76%,2.15
Alface Crespa,Ibiúna,"R$ 27,33",14,2,2014,2014-02-14 00:00:00,0.0802,944.424,26.7,57.76%,2.15
Alface Lisa,Ibiúna,"R$ 26,00",14,2,2014,2014-02-14 00:00:00,0.0802,944.424,26.7,57.76%,2.15
Alface Americana,Mogi das Cruzes,"R$ 28,00",14,2,2014,2014-02-14 00:00:00,0.2979,924.972,27.06,50.79%,1.74
Alface Crespa,Mogi das Cruzes,"R$ 25,67",14,2,2014,2014-02-14 00:00:00,0.2979,924.972,27.06,50.79%,1.74
Alface Lisa,Mogi das Cruzes,"R$ 24,75",14,2,2014,2014-02-14 00:00:00,0.2979,924.972,27.06,50.79%,1.74
Alface Americana,Ibiúna,"R$ 20,20",21,2,2014,2014-02-21 00:00:00,0.5,945.622,22.96,73.23%,3.1
Alface Crespa,Ibiúna,"R$ 26,80",21,2,2014,2014-02-21 00:00:00,0.5,945.622,22.96,73.23%,3.1
Alface Lisa,Ibiúna,"R$ 26,00",21,2,2014,2014-02-21 00:00:00,0.5,945.622,22.96,73.23%,3.1
Alface Americana,Mogi das Cruzes,"R$ 21,75",21,2,2014,2014-02-21 00:00:00,0.7529,926.122,22.15,74.61%,2.24
Alface Crespa,Mogi das Cruzes,"R$ 27,75",21,2,2014,2014-02-21 00:00:00,0.7529,926.122,22.15,74.61%,2.24
Alface Lisa,Mogi das Cruzes,"R$ 26,67",21,2,2014,2014-02-21 00:00:00,0.7529,926.122,22.15,74.61%,2.24
Alface Americana,Ibiúna,"R$ 21,00",27,2,2014,2014-02-27 00:00:00,0.2869,945.265,23.72,74.52%,1.87
Alface Crespa,Ibiúna,"R$ 24,75",27,2,2014,2014-02-27 00:00:00,0.2869,945.265,23.72,74.52%,1.87
Alface Lisa,Ibiúna,"R$ 23,00",27,2,2014,2014-02-27 00:00:00,0.2869,945.265,23.72,74.52%,1.87
Alface Americana,Mogi das Cruzes,"R$ 21,25",27,2,2014,2014-02-27 00:00:00,0.1381,925.565,24.74,65.08%,1.54
Alface Crespa,Mogi das Cruzes,"R$ 25,60",27,2,2014,2014-02-27 00:00:00,0.1381,925.565,24.74,65.08%,1.54
Alface Lisa,Mogi das Cruzes,"R$ 24,33",27,2,2014,2014-02-27 00:00:00,0.1381,925.565,24.74,65.08%,1.54
Alface Americana,Ibiúna,"R$ 18,00",7,3,2014,2014-03-07 00:00:00,0.351,944.317,23.19,78.58%,2.15
Alface Crespa,Ibiúna,"R$ 26,50",7,3,2014,2014-03-07 00:00:00,0.351,944.317,23.19,78.58%,2.15
Alface Lisa,Ibiúna,"R$ 26,50",7,3,2014,2014-03-07 00:00:00,0.351,944.317,23.19,78.58%,2.15
Alface Americana,Mogi das Cruzes,"R$ 24,25",7,3,2014,2014-03-07 00:00:00,0.5917,924.777,22.97,74.78%,1.72
Alface Crespa,Mogi das Cruzes,"R$ 25,43",7,3,2014,2014-03-07 00:00:00,0.5917,924.777,22.97,74.78%,1.72
Alface Lisa,Mogi das Cruzes,"R$ 26,50",7,3,2014,2014-03-07 00:00:00,0.5917,924.777,22.97,74.78%,1.72
Alface Americana,Ibiúna,"R$ 18,75",12,3,2014,2014-03-12 00:00:00,0.2444,944.865,22.71,77.74%,1.75
Alface Crespa,Ibiúna,"R$ 24,33",12,3,2014,2014-03-12 00:00:00,0.2444,944.865,22.71,77.74%,1.75
Alface Lisa,Ibiúna,"R$ 23,67",12,3,2014,2014-03-12 00:00:00,0.2444,944.865,22.71,77.74%,1.75
Alface Americana,Mogi das Cruzes,"R$ 21,20",12,3,2014,2014-03-12 00:00:00,0.6833,925.31,22.6,74.89%,1.68
Alface Crespa,Mogi das Cruzes,"R$ 29,00",12,3,2014,2014-03-12 00:00:00,0.6833,925.31,22.6,74.89%,1.68
Alface Lisa,Mogi das Cruzes,"R$ 28,00",12,3,2014,2014-03-12 00:00:00,0.6833,925.31,22.6,74.89%,1.68
Alface Americana,Ibiúna,"R$ 21,50",20,3,2014,2014-03-20 00:00:00,0.1481,945.537,24.35,73.62%,1.58
Alface Crespa,Ibiúna,"R$ 20,00",20,3,2014,2014-03-20 00:00:00,0.1481,945.537,24.35,73.62%,1.58
Alface Lisa,Ibiúna,"R$ 22,50",20,3,2014,2014-03-20 00:00:00,0.1481,945.537,24.35,73.62%,1.58
Alface Americana,Mogi das Cruzes,"R$ 21,00",20,3,2014,2014-03-20 00:00:00,0.2639,925.938,24.69,67.84%,1.61
Alface Crespa,Mogi das Cruzes,"R$ 23,50",20,3,2014,2014-03-20 00:00:00,0.2639,925.938,24.69,67.84%,1.61
Alface Lisa,Mogi das Cruzes,"R$ 20,67",20,3,2014,2014-03-20 00:00:00,0.2639,925.938,24.69,67.84%,1.61
Alface Americana,Ibiúna,"R$ 20,75",28,3,2014,2014-03-28 00:00:00,0.0926,947.272,21.92,76.47%,2.83
Alface Crespa,Ibiúna,"R$ 26,25",28,3,2014,2014-03-28 00:00:00,0.0926,947.272,21.92,76.47%,2.83
Alface Lisa,Ibiúna,"R$ 26,25",28,3,2014,2014-03-28 00:00:00,0.0926,947.272,21.92,76.47%,2.83
Alface Americana,Mogi das Cruzes,"R$ 23,75",28,3,2014,2014-03-28 00:00:00,0.0843,927.66,21.35,73.49%,2.82
Alface Crespa,Mogi das Cruzes,"R$ 27,50",28,3,2014,2014-03-28 00:00:00,0.0843,927.66,21.35,73.49%,2.82
Alface Lisa,Mogi das Cruzes,"R$ 26,50",28,3,2014,2014-03-28 00:00:00,0.0843,927.66,21.35,73.49%,2.82
Alface Americana,Ibiúna,"R$ 20,50",4,4,2014,2014-04-04 00:00:00,0.0031,946.758,23.17,76.13%,2.38
Alface Crespa,Ibiúna,"R$ 21,00",4,4,2014,2014-04-04 00:00:00,0.0031,946.758,23.17,76.13%,2.38
Alface Lisa,Ibiúna,"R$ 21,00",4,4,2014,2014-04-04 00:00:00,0.0031,946.758,23.17,76.13%,2.38
Alface Americana,Mogi das Cruzes,"R$ 21,75",4,4,2014,2014-04-04 00:00:00,0.0312,927.262,22.39,76.14%,2.24
Alface Crespa,Mogi das Cruzes,"R$ 25,00",4,4,2014,2014-04-04 00:00:00,0.0312,927.262,22.39,76.14%,2.24
Alface Lisa,Mogi das Cruzes,"R$ 23,00",4,4,2014,2014-04-04 00:00:00,0.0312,927.262,22.39,76.14%,2.24
Alface Americana,Ibiúna,"R$ 25,50",11,4,2014,2014-04-11 00:00:00,0.0021,946.681,22.87,73.31%,2.32
Alface Crespa,Ibiúna,"R$ 25,00",11,4,2014,2014-04-11 00:00:00,0.0021,946.681,22.87,73.31%,2.32
Alface Lisa,Ibiúna,"R$ 25,00",11,4,2014,2014-04-11 00:00:00,0.0021,946.681,22.87,73.31%,2.32
Alface Americana,Mogi das Cruzes,"R$ 21,00",11,4,2014,2014-04-11 00:00:00,0.0198,927.142,22.8,68.27%,1.83
Alface Crespa,Mogi das Cruzes,"R$ 21,40",11,4,2014,2014-04-11 00:00:00,0.0198,927.142,22.8,68.27%,1.83
Alface Lisa,Mogi das Cruzes,"R$ 22,00",11,4,2014,2014-04-11 00:00:00,0.0198,927.142,22.8,68.27%,1.83
Alface Americana,Ibiúna,"R$ 22,00",16,4,2014,2014-04-16 00:00:00,0.6403,946.801,21.58,81.34%,2.61
Alface Crespa,Ibiúna,"R$ 25,00",16,4,2014,2014-04-16 00:00:00,0.6403,946.801,21.58,81.34%,2.61
Alface Lisa,Ibiúna,"R$ 25,00",16,4,2014,2014-04-16 00:00:00,0.6403,946.801,21.58,81.34%,2.61
Alface Americana,Mogi das Cruzes,"R$ 18,75",16,4,2014,2014-04-16 00:00:00,0.5139,927.301,20.7,81.47%,2.03
Alface Crespa,Mogi das Cruzes,"R$ 19,33",16,4,2014,2014-04-16 00:00:00,0.5139,927.301,20.7,81.47%,2.03
Alface Lisa,Mogi das Cruzes,"R$ 19,00",16,4,2014,2014-04-16 00:00:00,0.5139,927.301,20.7,81.47%,2.03
Alface Americana,Ibiúna,"R$ 17,00",24,4,2014,2014-04-24 00:00:00,0.0124,946.947,20.61,80.0%,2.08
Alface Crespa,Ibiúna,"R$ 13,50",24,4,2014,2014-04-24 00:00:00,0.0124,946.947,20.61,80.0%,2.08
Alface Lisa,Ibiúna,"R$ 15,00",24,4,2014,2014-04-24 00:00:00,0.0124,946.947,20.61,80.0%,2.08
Alface Americana,Mogi das Cruzes,"R$ 14,25",24,4,2014,2014-04-24 00:00:00,0.0287,927.122,20.88,75.52%,1.68
Alface Crespa,Mogi das Cruzes,"R$ 13,86",24,4,2014,2014-04-24 00:00:00,0.0287,927.122,20.88,75.52%,1.68
Alface Lisa,Mogi das Cruzes,"R$ 14,40",24,4,2014,2014-04-24 00:00:00,0.0287,927.122,20.88,75.52%,1.68
Alface Americana,Mogi das Cruzes,"R$ 11,50",2,5,2014,2014-05-02 00:00:00,0.0,928.442,18.1,66.36%,2.12
Alface Crespa,Mogi das Cruzes,"R$ 12,00",2,5,2014,2014-05-02 00:00:00,0.0,928.442,18.1,66.36%,2.12
Alface Lisa,Mogi das Cruzes,"R$ 12,00",2,5,2014,2014-05-02 00:00:00,0.0,928.442,18.1,66.36%,2.12
Alface Americana,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00,0.0,948.635,18.9,73.38%,2.18
Alface Crespa,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00,0.0,948.635,18.9,73.38%,2.18
Alface Lisa,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00,0.0,948.635,18.9,73.38%,2.18
Alface Americana,Mogi das Cruzes,"R$ 11,33",7,5,2014,2014-05-07 00:00:00,0.0,929.117,21.2,64.24%,0.85
Alface Crespa,Mogi das Cruzes,"R$ 11,20",7,5,2014,2014-05-07 00:00:00,0.0,929.117,21.2,64.24%,0.85
Alface Lisa,Mogi das Cruzes,"R$ 12,00",7,5,2014,2014-05-07 00:00:00,0.0,929.117,21.2,64.24%,0.85
Alface Americana,Ibiúna,"R$ 10,00",14,5,2014,2014-05-14 00:00:00,0.0,948.37,18.87,73.21%,2.07
Alface Crespa,Ibiúna,"R$ 7,00",14,5,2014,2014-05-14 00:00:00,0.0,948.37,18.87,73.21%,2.07
Alface Lisa,Ibiúna,"R$ 7,00",14,5,2014,2014-05-14 00:00:00,0.0,948.37,18.87,73.21%,2.07
Alface Americana,Mogi das Cruzes,"R$ 10,00",14,5,2014,2014-05-14 00:00:00,0.0,928.553,18.84,66.69%,1.76
Alface Crespa,Mogi das Cruzes,"R$ 9,80",14,5,2014,2014-05-14 00:00:00,0.0,928.553,18.84,66.69%,1.76
Alface Lisa,Mogi das Cruzes,"R$ 9,50",14,5,2014,2014-05-14 00:00:00,0.0,928.553,18.84,66.69%,1.76
Alface Americana,Ibiúna,"R$ 10,00",22,5,2014,2014-05-22 00:00:00,0.0148,947.23,18.85,75.2%,1.59
Alface Crespa,Ibiúna,"R$ 6,50",22,5,2014,2014-05-22 00:00:00,0.0148,947.23,18.85,75.2%,1.59
Alface Lisa,Ibiúna,"R$ 6,50",22,5,2014,2014-05-22 00:00:00,0.0148,947.23,18.85,75.2%,1.59
Alface Americana,Mogi das Cruzes,"R$ 9,33",22,5,2014,2014-05-22 00:00:00,0.0577,927.426,19.27,70.42%,1.6
Alface Crespa,Mogi das Cruzes,"R$ 9,71",22,5,2014,2014-05-22 00:00:00,0.0577,927.426,19.27,70.42%,1.6
Alface Lisa,Mogi das Cruzes,"R$ 9,25",22,5,2014,2014-05-22 00:00:00,0.0577,927.426,19.27,70.42%,1.6
Alface Americana,Ibiúna,"R$ 12,50",28,5,2014,2014-05-28 00:00:00,0.2161,947.653,17.2,83.99%,1.91
Alface Crespa,Ibiúna,"R$ 7,50",28,5,2014,2014-05-28 00:00:00,0.2161,947.653,17.2,83.99%,1.91
Alface Lisa,Ibiúna,"R$ 7,50",28,5,2014,2014-05-28 00:00:00,0.2161,947.653,17.2,83.99%,1.91
Alface Americana,Mogi das Cruzes,"R$ 8,50",28,5,2014,2014-05-28 00:00:00,0.2512,927.407,17.06,81.81%,1.86
Alface Crespa,Mogi das Cruzes,"R$ 7,83",28,5,2014,2014-05-28 00:00:00,0.2512,927.407,17.06,81.81%,1.86
Alface Lisa,Mogi das Cruzes,"R$ 7,33",28,5,2014,2014-05-28 00:00:00,0.2512,927.407,17.06,81.81%,1.86
Alface Americana,Ibiúna,"R$ 8,67",5,6,2014,2014-06-05 00:00:00,0.0028,947.033,16.15,74.98%,2.12
Alface Crespa,Ibiúna,"R$ 6,00",5,6,2014,2014-06-05 00:00:00,0.0028,947.033,16.15,74.98%,2.12
Alface Lisa,Ibiúna,"R$ 6,00",5,6,2014,2014-06-05 00:00:00,0.0028,947.033,16.15,74.98%,2.12
Alface Americana,Mogi das Cruzes,"R$ 8,00",5,6,2014,2014-06-05 00:00:00,0.0009,927.096,16.08,72.68%,1.9
Alface Crespa,Mogi das Cruzes,"R$ 7,43",5,6,2014,2014-06-05 00:00:00,0.0009,927.096,16.08,72.68%,1.9
Alface Lisa,Mogi das Cruzes,"R$ 7,25",5,6,2014,2014-06-05 00:00:00,0.0009,927.096,16.08,72.68%,1.9
Alface Americana,Ibiúna,"R$ 8,67",12,6,2014,2014-06-12 00:00:00,0.0785,948.201,19.68,73.53%,2.25
Alface Crespa,Ibiúna,"R$ 7,00",12,6,2014,2014-06-12 00:00:00,0.0785,948.201,19.68,73.53%,2.25
Alface Lisa,Ibiúna,"R$ 7,00",12,6,2014,2014-06-12 00:00:00,0.0785,948.201,19.68,73.53%,2.25
Alface Americana,Mogi das Cruzes,"R$ 8,17",12,6,2014,2014-06-12 00:00:00,0.0469,928.262,19.56,70.65%,1.9
Alface Crespa,Mogi das Cruzes,"R$ 8,00",12,6,2014,2014-06-12 00:00:00,0.0469,928.262,19.56,70.65%,1.9
Alface Lisa,Mogi das Cruzes,"R$ 7,75",12,6,2014,2014-06-12 00:00:00,0.0469,928.262,19.56,70.65%,1.9
Alface Americana,Ibiúna,"R$ 10,00",18,6,2014,2014-06-18 00:00:00,0.0012,951.945,19.18,76.92%,1.7
Alface Crespa,Ibiúna,"R$ 6,67",18,6,2014,2014-06-18 00:00:00,0.0012,951.945,19.18,76.92%,1.7
Alface Lisa,Ibiúna,"R$ 6,67",18,6,2014,2014-06-18 00:00:00,0.0012,951.945,19.18,76.92%,1.7
Alface Americana,Mogi das Cruzes,"R$ 8,40",18,6,2014,2014-06-18 00:00:00,0.0,932.104,19.47,73.92%,1.43
Alface Crespa,Mogi das Cruzes,"R$ 7,40",18,6,2014,2014-06-18 00:00:00,0.0,932.104,19.47,73.92%,1.43
Alface Lisa,Mogi das Cruzes,"R$ 8,00",18,6,2014,2014-06-18 00:00:00,0.0,932.104,19.47,73.92%,1.43
Alface Americana,Ibiúna,"R$ 7,50",26,6,2014,2014-06-26 00:00:00,0.0028,951.22,16.93,77.57%,1.96
Alface Crespa,Ibiúna,"R$ 6,00",26,6,2014,2014-06-26 00:00:00,0.0028,951.22,16.93,77.57%,1.96
Alface Lisa,Ibiúna,"R$ 6,00",26,6,2014,2014-06-26 00:00:00,0.0028,951.22,16.93,77.57%,1.96
Alface Americana,Mogi das Cruzes,"R$ 8,60",26,6,2014,2014-06-26 00:00:00,0.0028,931.259,17.29,73.42%,1.59
Alface Crespa,Mogi das Cruzes,"R$ 7,00",26,6,2014,2014-06-26 00:00:00,0.0028,931.259,17.29,73.42%,1.59
Alface Lisa,Mogi das Cruzes,"R$ 8,50",26,6,2014,2014-06-26 00:00:00,0.0028,931.259,17.29,73.42%,1.59
Alface Americana,Ibiúna,"R$ 9,25",3,7,2014,2014-07-03 00:00:00,0.0,948.498,17.79,68.45%,1.32
Alface Crespa,Ibiúna,"R$ 7,00",3,7,2014,2014-07-03 00:00:00,0.0,948.498,17.79,68.45%,1.32
Alface Lisa,Ibiúna,"R$ 7,00",3,7,2014,2014-07-03 00:00:00,0.0,948.498,17.79,68.45%,1.32
Alface Americana,Mogi das Cruzes,"R$ 9,20",3,7,2014,2014-07-03 00:00:00,0.0,928.282,19.32,54.73%,1.52
Alface Crespa,Mogi das Cruzes,"R$ 7,80",3,7,2014,2014-07-03 00:00:00,0.0,928.282,19.32,54.73%,1.52
Alface Lisa,Mogi das Cruzes,"R$ 9,33",3,7,2014,2014-07-03 00:00:00,0.0,928.282,19.32,54.73%,1.52
Alface Americana,Ibiúna,"R$ 9,50",16,7,2014,2014-07-16 00:00:00,0.0345,952.407,17.79,73.15%,2.33
Alface Crespa,Ibiúna,"R$ 6,00",16,7,2014,2014-07-16 00:00:00,0.0345,952.407,17.79,73.15%,2.33
Alface Lisa,Ibiúna,"R$ 6,00",16,7,2014,2014-07-16 00:00:00,0.0345,952.407,17.79,73.15%,2.33
Alface Americana,Mogi das Cruzes,"R$ 8,17",16,7,2014,2014-07-16 00:00:00,0.0429,932.523,17.71,69.86%,1.69
Alface Crespa,Mogi das Cruzes,"R$ 7,83",16,7,2014,2014-07-16 00:00:00,0.0429,932.523,17.71,69.86%,1.69
Alface Lisa,Mogi das Cruzes,"R$ 8,00",16,7,2014,2014-07-16 00:00:00,0.0429,932.523,17.71,69.86%,1.69
Alface Americana,Ibiúna,"R$ 8,25",24,7,2014,2014-07-24 00:00:00,0.038,950.694,17.1,68.97%,2.03
Alface Crespa,Ibiúna,"R$ 5,00",24,7,2014,2014-07-24 00:00:00,0.038,950.694,17.1,68.97%,2.03
Alface Lisa,Ibiúna,"R$ 5,00",24,7,2014,2014-07-24 00:00:00,0.038,950.694,17.1,68.97%,2.03
