Produto,Região,Preço,Dia,Mês,Ano,Data
Alface Crespa,Mogi das Cruzes,"R$ 25,43",7,3,2014,2014-03-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 26,50",7,3,2014,2014-03-07 00:00:00
Alface Americana,Ibiúna,"R$ 18,00",7,3,2014,2014-03-07 00:00:00
Alface Crespa,Ibiúna,"R$ 26,50",7,3,2014,2014-03-07 00:00:00
Alface Lisa,Ibiúna,"R$ 26,50",7,3,2014,2014-03-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 21,20",12,3,2014,2014-03-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 29,00",12,3,2014,2014-03-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 28,00",12,3,2014,2014-03-12 00:00:00
Alface Americana,Ibiúna,"R$ 18,75",12,3,2014,2014-03-12 00:00:00
Alface Crespa,Ibiúna,"R$ 24,33",12,3,2014,2014-03-12 00:00:00
Alface Lisa,Ibiúna,"R$ 23,67",12,3,2014,2014-03-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 21,00",20,3,2014,2014-03-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,50",20,3,2014,2014-03-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 20,67",20,3,2014,2014-03-20 00:00:00
Alface Americana,Ibiúna,"R$ 21,50",20,3,2014,2014-03-20 00:00:00
Alface Crespa,Ibiúna,"R$ 20,00",20,3,2014,2014-03-20 00:00:00
Alface Lisa,Ibiúna,"R$ 22,50",20,3,2014,2014-03-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 23,75",28,3,2014,2014-03-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 27,50",28,3,2014,2014-03-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 26,50",28,3,2014,2014-03-28 00:00:00
Alface Americana,Ibiúna,"R$ 20,75",28,3,2014,2014-03-28 00:00:00
Alface Crespa,Ibiúna,"R$ 26,25",28,3,2014,2014-03-28 00:00:00
Alface Lisa,Ibiúna,"R$ 26,25",28,3,2014,2014-03-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 21,75",4,4,2014,2014-04-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 25,00",4,4,2014,2014-04-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 23,00",4,4,2014,2014-04-04 00:00:00
Alface Americana,Ibiúna,"R$ 20,50",4,4,2014,2014-04-04 00:00:00
Alface Crespa,Ibiúna,"R$ 21,00",4,4,2014,2014-04-04 00:00:00
Alface Lisa,Ibiúna,"R$ 21,00",4,4,2014,2014-04-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 21,00",11,4,2014,2014-04-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 21,40",11,4,2014,2014-04-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,00",11,4,2014,2014-04-11 00:00:00
Alface Americana,Ibiúna,"R$ 25,50",11,4,2014,2014-04-11 00:00:00
Alface Crespa,Ibiúna,"R$ 25,00",11,4,2014,2014-04-11 00:00:00
Alface Lisa,Ibiúna,"R$ 25,00",11,4,2014,2014-04-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,75",16,4,2014,2014-04-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 19,33",16,4,2014,2014-04-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 19,00",16,4,2014,2014-04-16 00:00:00
Alface Americana,Ibiúna,"R$ 22,00",16,4,2014,2014-04-16 00:00:00
Alface Crespa,Ibiúna,"R$ 25,00",16,4,2014,2014-04-16 00:00:00
Alface Lisa,Ibiúna,"R$ 25,00",16,4,2014,2014-04-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,25",24,4,2014,2014-04-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,86",24,4,2014,2014-04-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,40",24,4,2014,2014-04-24 00:00:00
Alface Americana,Ibiúna,"R$ 17,00",24,4,2014,2014-04-24 00:00:00
Alface Crespa,Ibiúna,"R$ 13,50",24,4,2014,2014-04-24 00:00:00
Alface Lisa,Ibiúna,"R$ 15,00",24,4,2014,2014-04-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,50",2,5,2014,2014-05-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,00",2,5,2014,2014-05-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,00",2,5,2014,2014-05-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,33",7,5,2014,2014-05-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 11,20",7,5,2014,2014-05-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,00",7,5,2014,2014-05-07 00:00:00
Alface Americana,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00
Alface Crespa,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00
Alface Lisa,Ibiúna,"R$ 12,00",7,5,2014,2014-05-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,00",14,5,2014,2014-05-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,80",14,5,2014,2014-05-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,50",14,5,2014,2014-05-14 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",14,5,2014,2014-05-14 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",14,5,2014,2014-05-14 00:00:00
Alface Lisa,Ibiúna,"R$ 7,00",14,5,2014,2014-05-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,33",22,5,2014,2014-05-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,71",22,5,2014,2014-05-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,25",22,5,2014,2014-05-22 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",22,5,2014,2014-05-22 00:00:00
Alface Crespa,Ibiúna,"R$ 6,50",22,5,2014,2014-05-22 00:00:00
Alface Lisa,Ibiúna,"R$ 6,50",22,5,2014,2014-05-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,50",28,5,2014,2014-05-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,83",28,5,2014,2014-05-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,33",28,5,2014,2014-05-28 00:00:00
Alface Americana,Ibiúna,"R$ 12,50",28,5,2014,2014-05-28 00:00:00
Alface Crespa,Ibiúna,"R$ 7,50",28,5,2014,2014-05-28 00:00:00
Alface Lisa,Ibiúna,"R$ 7,50",28,5,2014,2014-05-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,00",5,6,2014,2014-06-05 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,43",5,6,2014,2014-06-05 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,25",5,6,2014,2014-06-05 00:00:00
Alface Americana,Ibiúna,"R$ 8,67",5,6,2014,2014-06-05 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",5,6,2014,2014-06-05 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",5,6,2014,2014-06-05 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,17",12,6,2014,2014-06-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,00",12,6,2014,2014-06-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,75",12,6,2014,2014-06-12 00:00:00
Alface Americana,Ibiúna,"R$ 8,67",12,6,2014,2014-06-12 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",12,6,2014,2014-06-12 00:00:00
Alface Lisa,Ibiúna,"R$ 7,00",12,6,2014,2014-06-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,40",18,6,2014,2014-06-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,40",18,6,2014,2014-06-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",18,6,2014,2014-06-18 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",18,6,2014,2014-06-18 00:00:00
Alface Crespa,Ibiúna,"R$ 6,67",18,6,2014,2014-06-18 00:00:00
Alface Lisa,Ibiúna,"R$ 6,67",18,6,2014,2014-06-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,60",26,6,2014,2014-06-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,00",26,6,2014,2014-06-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,50",26,6,2014,2014-06-26 00:00:00
Alface Americana,Ibiúna,"R$ 7,50",26,6,2014,2014-06-26 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",26,6,2014,2014-06-26 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",26,6,2014,2014-06-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,20",3,7,2014,2014-07-03 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,80",3,7,2014,2014-07-03 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,33",3,7,2014,2014-07-03 00:00:00
Alface Americana,Ibiúna,"R$ 9,25",3,7,2014,2014-07-03 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",3,7,2014,2014-07-03 00:00:00
Alface Lisa,Ibiúna,"R$ 7,00",3,7,2014,2014-07-03 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,17",16,7,2014,2014-07-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,83",16,7,2014,2014-07-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",16,7,2014,2014-07-16 00:00:00
Alface Americana,Ibiúna,"R$ 9,50",16,7,2014,2014-07-16 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",16,7,2014,2014-07-16 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",16,7,2014,2014-07-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,29",24,7,2014,2014-07-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,43",24,7,2014,2014-07-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",24,7,2014,2014-07-24 00:00:00
Alface Americana,Ibiúna,"R$ 8,25",24,7,2014,2014-07-24 00:00:00
Alface Crespa,Ibiúna,"R$ 5,00",24,7,2014,2014-07-24 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",24,7,2014,2014-07-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,25",31,7,2014,2014-07-31 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,20",31,7,2014,2014-07-31 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,50",31,7,2014,2014-07-31 00:00:00
Alface Americana,Ibiúna,"R$ 9,00",31,7,2014,2014-07-31 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",31,7,2014,2014-07-31 00:00:00
Alface Crespa,Ibiúna,"R$ 5,33",31,7,2014,2014-07-31 00:00:00
Alface Lisa,Ibiúna,"R$ 5,33",31,7,2014,2014-07-31 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 6,31",7,8,2014,2014-08-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 5,50",7,8,2014,2014-08-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 6,33",7,8,2014,2014-08-07 00:00:00
Alface Americana,Ibiúna,"R$ 9,33",7,8,2014,2014-08-07 00:00:00
Alface Crespa,Ibiúna,"R$ 5,25",7,8,2014,2014-08-07 00:00:00
Alface Lisa,Ibiúna,"R$ 5,25",7,8,2014,2014-08-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 6,76",14,8,2014,2014-08-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,33",14,8,2014,2014-08-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,00",14,8,2014,2014-08-14 00:00:00
Alface Americana,Ibiúna,"R$ 9,50",14,8,2014,2014-08-14 00:00:00
Alface Crespa,Ibiúna,"R$ 5,00",14,8,2014,2014-08-14 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",14,8,2014,2014-08-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,67",21,8,2014,2014-08-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,50",21,8,2014,2014-08-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,00",21,8,2014,2014-08-21 00:00:00
Alface Americana,Ibiúna,"R$ 8,00",21,8,2014,2014-08-21 00:00:00
Alface Crespa,Ibiúna,"R$ 5,00",21,8,2014,2014-08-21 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",21,8,2014,2014-08-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,20",28,8,2014,2014-08-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,80",28,8,2014,2014-08-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",28,8,2014,2014-08-28 00:00:00
Alface Americana,Ibiúna,"R$ 12,00",28,8,2014,2014-08-28 00:00:00
Alface Crespa,Ibiúna,"R$ 5,67",28,8,2014,2014-08-28 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",28,8,2014,2014-08-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,65",4,9,2014,2014-09-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,20",4,9,2014,2014-09-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,00",4,9,2014,2014-09-04 00:00:00
Alface Americana,Ibiúna,"R$ 12,00",4,9,2014,2014-09-04 00:00:00
Alface Crespa,Ibiúna,"R$ 5,00",4,9,2014,2014-09-04 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",4,9,2014,2014-09-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,40",10,9,2014,2014-09-10 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 5,80",10,9,2014,2014-09-10 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,50",10,9,2014,2014-09-10 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",10,9,2014,2014-09-10 00:00:00
Alface Crespa,Ibiúna,"R$ 5,50",10,9,2014,2014-09-10 00:00:00
Alface Lisa,Ibiúna,"R$ 5,50",10,9,2014,2014-09-10 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,05",19,9,2014,2014-09-19 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 5,40",19,9,2014,2014-09-19 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 6,67",19,9,2014,2014-09-19 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",19,9,2014,2014-09-19 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",19,9,2014,2014-09-19 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 7,25",24,9,2014,2014-09-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 5,50",24,9,2014,2014-09-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 6,50",24,9,2014,2014-09-24 00:00:00
Alface Americana,Ibiúna,"R$ 7,50",24,9,2014,2014-09-24 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",24,9,2014,2014-09-24 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",24,9,2014,2014-09-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,25",2,10,2014,2014-10-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 6,88",2,10,2014,2014-10-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 7,50",2,10,2014,2014-10-02 00:00:00
Alface Americana,Ibiúna,"R$ 6,50",2,10,2014,2014-10-02 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",2,10,2014,2014-10-02 00:00:00
Alface Lisa,Ibiúna,"R$ 7,00",2,10,2014,2014-10-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,80",9,10,2014,2014-10-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,25",9,10,2014,2014-10-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,08",9,10,2014,2014-10-09 00:00:00
Alface Americana,Ibiúna,"R$ 9,00",9,10,2014,2014-10-09 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",9,10,2014,2014-10-09 00:00:00
Alface Lisa,Ibiúna,"R$ 7,00",9,10,2014,2014-10-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,00",16,10,2014,2014-10-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 7,21",16,10,2014,2014-10-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",16,10,2014,2014-10-16 00:00:00
Alface Americana,Ibiúna,"R$ 11,75",16,10,2014,2014-10-16 00:00:00
Alface Crespa,Ibiúna,"R$ 6,50",16,10,2014,2014-10-16 00:00:00
Alface Lisa,Ibiúna,"R$ 6,50",16,10,2014,2014-10-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,80",23,10,2014,2014-10-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,90",23,10,2014,2014-10-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 11,17",23,10,2014,2014-10-23 00:00:00
Alface Americana,Ibiúna,"R$ 9,75",23,10,2014,2014-10-23 00:00:00
Alface Crespa,Ibiúna,"R$ 6,00",23,10,2014,2014-10-23 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",23,10,2014,2014-10-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,75",30,10,2014,2014-10-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,93",30,10,2014,2014-10-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 10,60",30,10,2014,2014-10-30 00:00:00
Alface Americana,Ibiúna,"R$ 10,67",30,10,2014,2014-10-30 00:00:00
Alface Crespa,Ibiúna,"R$ 8,00",30,10,2014,2014-10-30 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",30,10,2014,2014-10-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 8,37",6,11,2014,2014-11-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,08",6,11,2014,2014-11-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,25",6,11,2014,2014-11-06 00:00:00
Alface Americana,Ibiúna,"R$ 10,33",6,11,2014,2014-11-06 00:00:00
Alface Crespa,Ibiúna,"R$ 8,50",6,11,2014,2014-11-06 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",6,11,2014,2014-11-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,03",13,11,2014,2014-11-13 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,14",13,11,2014,2014-11-13 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,25",13,11,2014,2014-11-13 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",13,11,2014,2014-11-13 00:00:00
Alface Crespa,Ibiúna,"R$ 7,00",13,11,2014,2014-11-13 00:00:00
Alface Lisa,Ibiúna,"R$ 5,00",13,11,2014,2014-11-13 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,20",20,11,2014,2014-11-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,36",20,11,2014,2014-11-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,35",20,11,2014,2014-11-20 00:00:00
Alface Americana,Ibiúna,"R$ 15,33",20,11,2014,2014-11-20 00:00:00
Alface Crespa,Ibiúna,"R$ 9,33",20,11,2014,2014-11-20 00:00:00
Alface Lisa,Ibiúna,"R$ 9,50",20,11,2014,2014-11-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,42",28,11,2014,2014-11-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 8,66",28,11,2014,2014-11-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,25",28,11,2014,2014-11-28 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",28,11,2014,2014-11-28 00:00:00
Alface Crespa,Ibiúna,"R$ 7,50",28,11,2014,2014-11-28 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",28,11,2014,2014-11-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,50",4,12,2014,2014-12-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 10,33",4,12,2014,2014-12-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,66",4,12,2014,2014-12-04 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",4,12,2014,2014-12-04 00:00:00
Alface Crespa,Ibiúna,"R$ 11,00",4,12,2014,2014-12-04 00:00:00
Alface Lisa,Ibiúna,"R$ 6,00",4,12,2014,2014-12-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,79",11,12,2014,2014-12-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,18",11,12,2014,2014-12-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,50",11,12,2014,2014-12-11 00:00:00
Alface Americana,Ibiúna,"R$ 9,50",11,12,2014,2014-12-11 00:00:00
Alface Crespa,Ibiúna,"R$ 10,67",11,12,2014,2014-12-11 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",11,12,2014,2014-12-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 11,07",17,12,2014,2014-12-17 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,52",17,12,2014,2014-12-17 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,33",17,12,2014,2014-12-17 00:00:00
Alface Americana,Ibiúna,"R$ 15,00",18,12,2014,2014-12-18 00:00:00
Alface Crespa,Ibiúna,"R$ 10,50",18,12,2014,2014-12-18 00:00:00
Alface Lisa,Ibiúna,"R$ 10,00",18,12,2014,2014-12-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,00",26,12,2014,2014-12-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,25",26,12,2014,2014-12-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,00",26,12,2014,2014-12-26 00:00:00
Alface Americana,Ibiúna,"R$ 11,33",26,12,2014,2014-12-26 00:00:00
Alface Crespa,Ibiúna,"R$ 8,00",26,12,2014,2014-12-26 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",26,12,2014,2014-12-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 9,90",2,1,2015,2015-01-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,25",2,1,2015,2015-01-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 8,00",2,1,2015,2015-01-02 00:00:00
Alface Americana,Ibiúna,"R$ 11,33",2,1,2015,2015-01-02 00:00:00
Alface Crespa,Ibiúna,"R$ 8,00",2,1,2015,2015-01-02 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",2,1,2015,2015-01-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 10,40",8,1,2015,2015-01-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 9,75",8,1,2015,2015-01-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 9,00",8,1,2015,2015-01-08 00:00:00
Alface Americana,Ibiúna,"R$ 14,33",8,1,2015,2015-01-08 00:00:00
Alface Crespa,Ibiúna,"R$ 10,00",8,1,2015,2015-01-08 00:00:00
Alface Lisa,Ibiúna,"R$ 10,00",8,1,2015,2015-01-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,20",14,1,2015,2015-01-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,80",14,1,2015,2015-01-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,75",14,1,2015,2015-01-14 00:00:00
Alface Americana,Ibiúna,"R$ 12,67",14,1,2015,2015-01-14 00:00:00
Alface Crespa,Ibiúna,"R$ 15,50",14,1,2015,2015-01-14 00:00:00
Alface Lisa,Ibiúna,"R$ 13,50",14,1,2015,2015-01-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,25",21,1,2015,2015-01-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 19,40",21,1,2015,2015-01-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,33",21,1,2015,2015-01-21 00:00:00
Alface Americana,Ibiúna,"R$ 15,00",21,1,2015,2015-01-21 00:00:00
Alface Crespa,Ibiúna,"R$ 15,00",21,1,2015,2015-01-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,17",28,1,2015,2015-01-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 19,00",28,1,2015,2015-01-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 18,50",28,1,2015,2015-01-28 00:00:00
Alface Americana,Ibiúna,"R$ 16,00",28,1,2015,2015-01-28 00:00:00
Alface Crespa,Ibiúna,"R$ 15,00",28,1,2015,2015-01-28 00:00:00
Alface Lisa,Ibiúna,"R$ 15,00",28,1,2015,2015-01-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,20",4,2,2015,2015-02-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,40",4,2,2015,2015-02-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,75",4,2,2015,2015-02-04 00:00:00
Alface Americana,Ibiúna,"R$ 17,00",4,2,2015,2015-02-04 00:00:00
Alface Crespa,Ibiúna,"R$ 13,00",4,2,2015,2015-02-04 00:00:00
Alface Lisa,Ibiúna,"R$ 17,00",4,2,2015,2015-02-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,80",12,2,2015,2015-02-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,60",12,2,2015,2015-02-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 19,50",12,2,2015,2015-02-12 00:00:00
Alface Americana,Ibiúna,"R$ 15,67",12,2,2015,2015-02-12 00:00:00
Alface Crespa,Ibiúna,"R$ 16,00",12,2,2015,2015-02-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,90",20,2,2015,2015-02-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 20,80",20,2,2015,2015-02-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,00",20,2,2015,2015-02-20 00:00:00
Alface Americana,Ibiúna,"R$ 12,50",20,2,2015,2015-02-20 00:00:00
Alface Crespa,Ibiúna,"R$ 17,00",20,2,2015,2015-02-20 00:00:00
Alface Lisa,Ibiúna,"R$ 17,00",20,2,2015,2015-02-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 23,08",26,2,2015,2015-02-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,33",26,2,2015,2015-02-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 24,40",26,2,2015,2015-02-26 00:00:00
Alface Americana,Ibiúna,"R$ 16,38",26,2,2015,2015-02-26 00:00:00
Alface Crespa,Ibiúna,"R$ 20,50",26,2,2015,2015-02-26 00:00:00
Alface Lisa,Ibiúna,"R$ 16,50",26,2,2015,2015-02-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 23,28",5,3,2015,2015-03-05 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 23,25",5,3,2015,2015-03-05 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 22,15",5,3,2015,2015-03-05 00:00:00
Alface Americana,Ibiúna,"R$ 20,00",5,3,2015,2015-03-05 00:00:00
Alface Crespa,Ibiúna,"R$ 22,50",5,3,2015,2015-03-05 00:00:00
